sku,_attribute_set,_type,_category,_product_websites,color,created_at,size,description,has_options,name,options_container,price,required_options,short_description,status,tax_class_id,updated_at,url_key,url_path,visibility,weight,qty,use_config_min_qty,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,use_config_enable_qty_inc,_super_products_sku,_super_attribute_code,_super_attribute_option,image,small_image,thumbnail,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
50008-30-XL/XXL,Default,simple,,base,black,,XL/XXL,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200247",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-30 - XL/XXL",,52.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200247",1,0,,,,4,0,6,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-30,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200247",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-30",,52.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200247",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-30-XL/XXL,size,XL/XXL,af0333d89794ada93503b190478a9561.jpg,af0333d89794ada93503b190478a9561.jpg,af0333d89794ada93503b190478a9561.jpg,88,af0333d89794ada93503b190478a9561.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f889c4feac6340926e758c0c4d56bdf.jpg,8f889c4feac6340926e758c0c4d56bdf.jpg,8f889c4feac6340926e758c0c4d56bdf.jpg,8f889c4feac6340926e758c0c4d56bdf.jpg,88,8f889c4feac6340926e758c0c4d56bdf.jpg,,1,0
50008-29-XL/XXL,Default,simple,,base,black,,XL/XXL,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200223",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-29 - XL/XXL",,52.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200223",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-29,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200223",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-29",,52.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200223",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-29-XL/XXL,size,XL/XXL,712186a60c700b1e7403850880a16870.jpg,712186a60c700b1e7403850880a16870.jpg,712186a60c700b1e7403850880a16870.jpg,88,712186a60c700b1e7403850880a16870.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64f45756c729b7aa74b2c36866f5681d.jpg,64f45756c729b7aa74b2c36866f5681d.jpg,64f45756c729b7aa74b2c36866f5681d.jpg,64f45756c729b7aa74b2c36866f5681d.jpg,88,64f45756c729b7aa74b2c36866f5681d.jpg,,1,0
50008-28-XL/XXL,Default,simple,,base,black,,XL/XXL,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200209",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-28 - XL/XXL",,58.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200209",1,0,,,,4,0,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-28,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200209",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-28",,58.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200209",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-28-XL/XXL,size,XL/XXL,d54bdb6cdf3378acff4a50a23b672906.jpg,d54bdb6cdf3378acff4a50a23b672906.jpg,d54bdb6cdf3378acff4a50a23b672906.jpg,88,d54bdb6cdf3378acff4a50a23b672906.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05fc213e9db7165641ab9880010492af.jpg,05fc213e9db7165641ab9880010492af.jpg,05fc213e9db7165641ab9880010492af.jpg,05fc213e9db7165641ab9880010492af.jpg,88,05fc213e9db7165641ab9880010492af.jpg,,1,0
50008-27-XL/XXL,Default,simple,,base,black,,XL/XXL,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200186",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-27 - XL/XXL",,52.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200186",1,0,,,,4,0,2,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-27,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200186",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-27",,52.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200186",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-27-XL/XXL,size,XL/XXL,48333287c4b810e96766684106b68396.jpg,48333287c4b810e96766684106b68396.jpg,48333287c4b810e96766684106b68396.jpg,88,48333287c4b810e96766684106b68396.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f72cd99bb8ed3ed2a1258501d107aaa2.jpg,f72cd99bb8ed3ed2a1258501d107aaa2.jpg,f72cd99bb8ed3ed2a1258501d107aaa2.jpg,f72cd99bb8ed3ed2a1258501d107aaa2.jpg,88,f72cd99bb8ed3ed2a1258501d107aaa2.jpg,,1,0
50008-26-S/M/L,Default,simple,,base,black,,S/M/L,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200476",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-26 - S/M/L",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200476",1,0,,,,4,0,6,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-26,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200476",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-26",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200476",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-26-S/M/L,size,S/M/L,66abda5b459fb4331194bbe6bb699f73.jpg,66abda5b459fb4331194bbe6bb699f73.jpg,66abda5b459fb4331194bbe6bb699f73.jpg,88,66abda5b459fb4331194bbe6bb699f73.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65ff8caa8917b5ea9060fc7cc81c432a.jpg,65ff8caa8917b5ea9060fc7cc81c432a.jpg,65ff8caa8917b5ea9060fc7cc81c432a.jpg,65ff8caa8917b5ea9060fc7cc81c432a.jpg,88,65ff8caa8917b5ea9060fc7cc81c432a.jpg,,1,0
50008-25-S/M/L,Default,simple,,base,black,,S/M/L,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200452",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-25 - S/M/L",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200452",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-25,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200452",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-25",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200452",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-25-S/M/L,size,S/M/L,b333dabb6f9500b297e2c09397d2b1ff.jpg,b333dabb6f9500b297e2c09397d2b1ff.jpg,b333dabb6f9500b297e2c09397d2b1ff.jpg,88,b333dabb6f9500b297e2c09397d2b1ff.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7b4a9b945b7e6b9dcd7d29e574f1e20.jpg,a7b4a9b945b7e6b9dcd7d29e574f1e20.jpg,a7b4a9b945b7e6b9dcd7d29e574f1e20.jpg,a7b4a9b945b7e6b9dcd7d29e574f1e20.jpg,88,a7b4a9b945b7e6b9dcd7d29e574f1e20.jpg,,1,0
50008-24-S/M/L,Default,simple,,base,black,,S/M/L,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200438",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-24 - S/M/L",,52.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200438",1,0,,,,4,0,6,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-24,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200438",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-24",,52.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200438",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-24-S/M/L,size,S/M/L,80436f23d92da1253ee5df1106ab028a.jpg,80436f23d92da1253ee5df1106ab028a.jpg,80436f23d92da1253ee5df1106ab028a.jpg,88,80436f23d92da1253ee5df1106ab028a.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81ceb511836fe09f1b34dca837781375.jpg,81ceb511836fe09f1b34dca837781375.jpg,81ceb511836fe09f1b34dca837781375.jpg,81ceb511836fe09f1b34dca837781375.jpg,88,81ceb511836fe09f1b34dca837781375.jpg,,1,0
50008-23-S/M/L,Default,simple,,base,black,,S/M/L,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200414",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-23 - S/M/L",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200414",1,0,,,,4,0,7,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-23,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200414",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-23",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN: 4890808200414",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-23-S/M/L,size,S/M/L,74993db291815c95eaa8c4794ca74862.jpg,74993db291815c95eaa8c4794ca74862.jpg,74993db291815c95eaa8c4794ca74862.jpg,88,74993db291815c95eaa8c4794ca74862.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546a3f54e161ced9f9d62b09bbe8e9cf.jpg,546a3f54e161ced9f9d62b09bbe8e9cf.jpg,546a3f54e161ced9f9d62b09bbe8e9cf.jpg,546a3f54e161ced9f9d62b09bbe8e9cf.jpg,88,546a3f54e161ced9f9d62b09bbe8e9cf.jpg,,1,0
50008-22-S/M/L,Default,simple,,base,black,,S/M/L,"Sexy bodystocking perfectly tailored to the body! This sexy dress has a slimming vertical pattern, two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN : 4890808200391",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-22 - S/M/L",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy dress has a slimming vertical pattern, two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN : 4890808200391",1,0,,,,4,0,7,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-22,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy dress has a slimming vertical pattern, two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN : 4890808200391",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-22",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy dress has a slimming vertical pattern, two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN : 4890808200391",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-22-S/M/L,size,S/M/L,465f2d994dc548123082851f3f3d5d1e.jpg,465f2d994dc548123082851f3f3d5d1e.jpg,465f2d994dc548123082851f3f3d5d1e.jpg,88,465f2d994dc548123082851f3f3d5d1e.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0db36f499abcc2467726d14dffd3a9b5.jpg,0db36f499abcc2467726d14dffd3a9b5.jpg,0db36f499abcc2467726d14dffd3a9b5.jpg,0db36f499abcc2467726d14dffd3a9b5.jpg,88,0db36f499abcc2467726d14dffd3a9b5.jpg,,1,0
50008-21-S/M/L,Default,simple,,base,black,,S/M/L,"Sexy bodystocking perfectly tailored to the body! This sexy dress has a slimming vertical pattern, two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN : 4890808200377",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-21 - S/M/L",,44.15,,"Sexy bodystocking perfectly tailored to the body! This sexy dress has a slimming vertical pattern, two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN : 4890808200377",1,0,,,,4,0,7,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-21,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy dress has a slimming vertical pattern, two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN : 4890808200377",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-21",,44.15,,"Sexy bodystocking perfectly tailored to the body! This sexy dress has a slimming vertical pattern, two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN : 4890808200377",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-21-S/M/L,size,S/M/L,a31bf491b655abeb0811854dbc52a958.jpg,a31bf491b655abeb0811854dbc52a958.jpg,a31bf491b655abeb0811854dbc52a958.jpg,88,a31bf491b655abeb0811854dbc52a958.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405b45a6d65e7a4c6169845ca25b8766.jpg,405b45a6d65e7a4c6169845ca25b8766.jpg,405b45a6d65e7a4c6169845ca25b8766.jpg,405b45a6d65e7a4c6169845ca25b8766.jpg,88,405b45a6d65e7a4c6169845ca25b8766.jpg,,1,0
50008-20-S/M/L,Default,simple,,base,black,,S/M/L,"Sexy bodystocking perfectly tailored to the body! This sexy dress has a slimming vertical pattern, two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN : 4890808200353",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-20 - S/M/L",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy dress has a slimming vertical pattern, two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN : 4890808200353",1,0,,,,4,0,7,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-20,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy dress has a slimming vertical pattern, two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN : 4890808200353",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-20",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy dress has a slimming vertical pattern, two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.

EAN : 4890808200353",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-20-S/M/L,size,S/M/L,f340b6e9fe5b694345ec1f416b3fee8b.jpg,f340b6e9fe5b694345ec1f416b3fee8b.jpg,f340b6e9fe5b694345ec1f416b3fee8b.jpg,88,f340b6e9fe5b694345ec1f416b3fee8b.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df3ff6bd8143b1dd8ece447aa9acdd10.jpg,df3ff6bd8143b1dd8ece447aa9acdd10.jpg,df3ff6bd8143b1dd8ece447aa9acdd10.jpg,df3ff6bd8143b1dd8ece447aa9acdd10.jpg,88,df3ff6bd8143b1dd8ece447aa9acdd10.jpg,,1,0
50008-19-S/M/L,Default,simple,,base,black,,S/M/L,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200339",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-19 - S/M/L",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200339",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-19,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200339",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-19",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200339",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-19-S/M/L,size,S/M/L,c20f36d27202d26716337963de0c32d5.jpg,c20f36d27202d26716337963de0c32d5.jpg,c20f36d27202d26716337963de0c32d5.jpg,88,c20f36d27202d26716337963de0c32d5.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a86c994e5e15567ecadbaf194fdfdee4.jpg,a86c994e5e15567ecadbaf194fdfdee4.jpg,a86c994e5e15567ecadbaf194fdfdee4.jpg,a86c994e5e15567ecadbaf194fdfdee4.jpg,88,a86c994e5e15567ecadbaf194fdfdee4.jpg,,1,0
50008-18-S/M/L,Default,simple,,base,black,,S/M/L,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200315",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-18 - S/M/L",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200315",1,0,,,,4,0,6,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-18,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200315",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-18",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200315",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-18-S/M/L,size,S/M/L,0b5d95be9703ffdf807c5d425551b53b.jpg,0b5d95be9703ffdf807c5d425551b53b.jpg,0b5d95be9703ffdf807c5d425551b53b.jpg,88,0b5d95be9703ffdf807c5d425551b53b.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61d55d600aa33b2eddb37207b9a6fe46.jpg,61d55d600aa33b2eddb37207b9a6fe46.jpg,61d55d600aa33b2eddb37207b9a6fe46.jpg,61d55d600aa33b2eddb37207b9a6fe46.jpg,88,61d55d600aa33b2eddb37207b9a6fe46.jpg,,1,0
50008-17-S/M/L,Default,simple,,base,black,,S/M/L,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200278",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-17 - S/M/L",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200278",1,0,,,,4,0,7,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-17,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200278",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-17",,49.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200278",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-17-S/M/L,size,S/M/L,c4c850fbc8d1deef748dc89d82ae1730.jpg,c4c850fbc8d1deef748dc89d82ae1730.jpg,c4c850fbc8d1deef748dc89d82ae1730.jpg,88,c4c850fbc8d1deef748dc89d82ae1730.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d6e2aab64906158b383571883d7067c.jpg,4d6e2aab64906158b383571883d7067c.jpg,4d6e2aab64906158b383571883d7067c.jpg,4d6e2aab64906158b383571883d7067c.jpg,88,4d6e2aab64906158b383571883d7067c.jpg,,1,0
50008-16-S/M/L,Default,simple,,base,black,,S/M/L,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200278",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-16 - S/M/L",,39.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200278",1,0,,,,4,0,7,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
50008-16,Default,configurable,,base,black,,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200278",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-16",,39.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200278",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,50008-16-S/M/L,size,S/M/L,088c3eabe0e94257d13680e6112274de.jpg,088c3eabe0e94257d13680e6112274de.jpg,088c3eabe0e94257d13680e6112274de.jpg,88,088c3eabe0e94257d13680e6112274de.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a8384f2aa3c2e63cc6222824773ad90.jpg,0a8384f2aa3c2e63cc6222824773ad90.jpg,0a8384f2aa3c2e63cc6222824773ad90.jpg,0a8384f2aa3c2e63cc6222824773ad90.jpg,88,0a8384f2aa3c2e63cc6222824773ad90.jpg,,1,0
50008-15-S/M/L,Default,simple,,base,black,,S/M/L,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200254",1,"BACI BODYSTOCKING BLACK PATTERNED 50008-15 - S/M/L",,53.95,,"Sexy bodystocking perfectly tailored to the body! This sexy outfit has two in one - a tempting top in combination with stockings. Soft and flexible material (90% nylon, 10% elastane). Handwash. Sizes S / M / L.
EAN: 4890808200254",1,0,,,,4,0,7,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
